Dealership,Season,Car,Buyer,Buyer_Age,Price,Buyer_Income
Philladephia,Spring,Jeep,Female,38,39857,45092
San Antonio,Spring,Ram,Male,29,16954,196062
Philladephia,Fall,Nissan,Male,36,15988,133480
Columbus,Summer,Jeep,Female,42,45250,107602
Houston,Winter,Subaru,Male,64,21253,159781
NYC,Spring,Chevrolet,Female,33,15992,163188
LA,Summer,Chevrolet,Male,50,29996,146198
Seattle,Fall,Ford,Male,28,22070,199768
Chicago,Summer,Subaru,Male,73,39110,206596
Phoenix,Winter,Nissan,Female,54,20829,255986
Columbus,Fall,Toyota,Male,54,49528,147640
Seattle,Winter,Ford,Female,40,18211,137254
Seattle,Summer,Toyota,Male,17,28372,253722
Chicago,Summer,Honda,Male,41,48281,68185
Seattle,Summer,Honda,Male,28,31359,78126
San Antonio,Spring,Toyota,Male,55,46448,105498
San Diego,Spring,Kia,Male,27,28426,95173
NYC,Fall,Chevrolet,Male,65,21722,151799
Philladephia,Fall,Chevrolet,Female,40,26636,159118
LA,Winter,Jeep,Male,17,21825,100127
San Diego,Summer,Ford,Female,31,48076,191300
Philladephia,Winter,Kia,Male,17,28439,222314
Philladephia,Summer,Subaru,Female,61,45836,276736
Chicago,Fall,Chevrolet,Female,49,23799,209059
Philladephia,Fall,Hyundai,Female,40,37064,66680
Houston,Fall,Nissan,Male,58,13754,70962
San Diego,Winter,Honda,Male,42,12875,179236
Chicago,Spring,Subaru,Male,37,20406,130787
Houston,Spring,Subaru,Male,46,12772,183578
San Diego,Summer,Ford,Male,30,11889,59922
San Diego,Fall,GMC,Male,53,23882,128042
Houston,Summer,Subaru,Male,19,18207,158100
LA,Spring,Ram,Male,64,35391,205623
Phoenix,Winter,Ford,Male,64,30546,210093
Philladephia,Spring,Ram,Female,40,36621,105752
Houston,Spring,Nissan,Male,57,45966,223138
Columbus,Fall,Ram,Female,67,42874,57804
Phoenix,Summer,Honda,Female,59,40173,223882
San Diego,Summer,GMC,Male,68,46242,92808
San Antonio,Summer,Nissan,Female,40,28011,103368
Houston,Winter,Subaru,Male,33,47409,122282
Philladephia,Winter,Ram,Male,57,27309,190537
NYC,Winter,GMC,Male,72,31920,286622
Seattle,Fall,GMC,Male,21,42064,148088
Philladephia,Spring,Ram,Male,17,42200,67273
Phoenix,Spring,Ram,Female,24,34284,136010
San Antonio,Fall,Hyundai,Male,21,13344,252984
Philladephia,Fall,Nissan,Female,61,11757,225101
LA,Winter,Ram,Female,54,47014,105378
Chicago,Fall,Jeep,Male,64,11538,154682
San Diego,Fall,Ram,Female,39,18624,270803
Columbus,Winter,Ram,Male,17,30768,93689
NYC,Fall,Subaru,Male,16,19073,42507
Austin,Fall,Ram,Male,65,29527,290895
San Diego,Fall,Jeep,Male,72,31487,150415
San Diego,Winter,Jeep,Female,17,15083,292793
Seattle,Spring,Ram,Male,23,44252,74450
Seattle,Fall,Honda,Female,42,32030,208352
Austin,Winter,Ford,Male,67,43461,93296
LA,Spring,Toyota,Male,27,23298,259687
San Diego,Winter,Ford,Female,58,43031,199271
Austin,Fall,Chevrolet,Male,48,14041,261448
San Diego,Summer,Nissan,Female,43,22307,157424
Philladephia,Fall,Toyota,Male,51,13224,81908
Phoenix,Spring,Hyundai,Female,49,30747,297773
NYC,Summer,Chevrolet,Male,49,23311,283263
Phoenix,Summer,Jeep,Female,48,49263,162483
Phoenix,Spring,Chevrolet,Female,21,38097,68941
San Diego,Winter,Chevrolet,Female,78,25388,51085
Houston,Summer,Kia,Male,27,35017,169650
Phoenix,Winter,Ford,Male,29,24089,187619
LA,Fall,Chevrolet,Male,17,39683,58182
Seattle,Winter,Nissan,Female,48,32063,212568
San Diego,Winter,Kia,Female,73,39990,152842
Seattle,Spring,Ford,Female,33,16953,112569
San Antonio,Winter,Ford,Female,76,13360,81240
NYC,Winter,Ram,Female,17,46434,126759
Phoenix,Winter,Toyota,Male,34,13843,255103
Philladephia,Summer,Toyota,Female,52,19565,119388
LA,Spring,Kia,Male,55,26183,217400
Phoenix,Fall,Honda,Female,31,35976,153717
San Antonio,Winter,Jeep,Male,21,20966,71926
Seattle,Fall,Hyundai,Male,66,24252,183410
Columbus,Spring,Subaru,Female,75,45215,277511
Columbus,Summer,GMC,Male,51,47743,210928
Phoenix,Summer,Honda,Female,30,45398,233976
NYC,Winter,Ford,Male,64,23480,217952
Chicago,Spring,Hyundai,Male,28,26331,79169
San Diego,Fall,Subaru,Male,74,23463,93262
Philladephia,Spring,Kia,Male,24,28562,183847
NYC,Fall,GMC,Male,40,33719,101834
Seattle,Winter,Chevrolet,Male,47,16926,235206
Austin,Fall,Nissan,Female,56,39361,163160
LA,Spring,Toyota,Female,66,48643,74758
Phoenix,Fall,GMC,Male,62,21885,155095
Chicago,Winter,Subaru,Male,44,23089,55181
NYC,Fall,GMC,Female,41,31367,275332
Phoenix,Winter,Toyota,Female,64,29631,161713
Chicago,Winter,Ram,Male,61,33381,59814
Chicago,Summer,Kia,Female,21,12434,126170
Houston,Spring,Nissan,Female,39,15219,258868
San Antonio,Spring,Hyundai,Female,52,35356,55670
LA,Summer,Hyundai,Male,23,32798,245948
LA,Winter,Ram,Female,67,11654,234172
Chicago,Summer,Kia,Male,54,36608,198051
Columbus,Summer,Honda,Male,27,48013,286363
Seattle,Spring,Hyundai,Female,41,36821,190436
LA,Fall,Honda,Female,72,29045,234071
Seattle,Spring,Toyota,Female,38,17237,138315
Philladephia,Spring,Subaru,Female,53,23165,129744
Houston,Winter,Jeep,Male,18,21534,256408
NYC,Summer,Chevrolet,Female,32,49507,262051
Columbus,Winter,Ram,Female,64,26374,249402
Phoenix,Summer,Ram,Female,47,11302,100361
Seattle,Summer,Jeep,Male,63,29710,277124
Chicago,Spring,Ford,Male,34,36959,292096
San Antonio,Spring,Ram,Male,28,46714,133144
San Diego,Spring,Honda,Male,65,41821,40457
San Diego,Spring,Chevrolet,Male,52,17502,241878
Seattle,Fall,Honda,Female,50,41465,277828
LA,Fall,Toyota,Female,33,18990,161595
San Antonio,Winter,Kia,Female,18,24304,60078
Seattle,Summer,Jeep,Female,54,26940,126959
Austin,Winter,GMC,Male,43,16104,88496
San Diego,Summer,Chevrolet,Female,45,41699,143787
Austin,Fall,Toyota,Female,24,24512,147617
Seattle,Fall,Ram,Male,18,49979,124777
Columbus,Spring,Ram,Male,45,18211,243816
San Diego,Spring,Ram,Female,49,20838,294420
Philladephia,Spring,Toyota,Female,69,47725,165411
San Antonio,Fall,Nissan,Male,20,47668,289080
San Diego,Summer,Ford,Male,77,12662,209935
Columbus,Spring,Hyundai,Male,68,45533,145038
Philladephia,Winter,GMC,Male,70,21162,95192
Chicago,Spring,Kia,Female,18,28157,277686
Philladephia,Spring,Hyundai,Male,67,15026,274814
Austin,Winter,Toyota,Female,24,26224,207430
Houston,Summer,Chevrolet,Male,20,21395,204838
San Antonio,Spring,Nissan,Male,41,34733,189752
LA,Winter,Nissan,Male,26,45253,138627
Phoenix,Summer,Chevrolet,Female,64,33939,189284
Houston,Spring,Ram,Female,60,41632,237473
Columbus,Winter,Kia,Female,36,13918,147061
San Diego,Winter,Subaru,Male,55,48672,227515
San Antonio,Fall,Ford,Male,57,18277,173773
Houston,Fall,Ram,Male,22,23373,212862
Austin,Spring,GMC,Female,78,36589,190523
Phoenix,Fall,Chevrolet,Male,17,26921,55890
Chicago,Winter,Chevrolet,Male,50,24997,198665
Columbus,Summer,Honda,Female,40,39274,79792
Phoenix,Fall,Ford,Male,33,48005,56107
San Antonio,Summer,Nissan,Male,27,14737,166657
Seattle,Fall,Nissan,Female,76,34038,88786
Chicago,Fall,Hyundai,Male,20,47488,179631
Chicago,Fall,Toyota,Male,71,47252,79651
LA,Winter,Jeep,Male,38,27936,64184
Phoenix,Fall,Toyota,Male,64,26725,287833
Columbus,Summer,Ram,Male,60,20080,187329
LA,Fall,Honda,Female,53,40602,130902
LA,Fall,Ram,Female,59,39763,190350
LA,Summer,Ford,Male,65,30851,215225
Columbus,Winter,Kia,Female,33,33966,138951
Philladephia,Summer,Kia,Female,69,19499,173633
Philladephia,Winter,Toyota,Female,32,49094,223987
Columbus,Winter,Ram,Female,53,44420,219728
LA,Fall,Chevrolet,Male,41,42296,237761
Seattle,Winter,Nissan,Male,78,30309,297213
NYC,Summer,Honda,Male,48,16840,250239
Houston,Fall,Jeep,Male,76,49419,264663
Seattle,Summer,Subaru,Male,55,43604,211985
Philladephia,Winter,Nissan,Female,16,18670,86500
San Diego,Summer,Honda,Male,30,13255,124254
Columbus,Winter,Kia,Male,69,23644,69955
Philladephia,Fall,Jeep,Male,45,32882,268974
Phoenix,Fall,Jeep,Female,67,12973,223061
Phoenix,Fall,Hyundai,Male,44,40960,181841
Houston,Winter,Jeep,Male,42,25561,52080
Phoenix,Spring,Honda,Female,68,38927,102775
Columbus,Winter,Chevrolet,Male,29,49017,159242
Seattle,Winter,Ford,Female,59,19884,255802
San Antonio,Spring,GMC,Male,70,43288,295146
San Antonio,Winter,Toyota,Female,32,22631,59668
Philladephia,Winter,Kia,Male,34,23997,263915
Columbus,Fall,Ford,Female,17,39738,116474
LA,Summer,Hyundai,Female,59,46901,64078
Columbus,Winter,GMC,Female,66,28081,54451
LA,Fall,GMC,Male,61,37559,96819
Columbus,Spring,Subaru,Male,54,27892,131934
San Antonio,Summer,Kia,Female,41,44941,126739
NYC,Spring,Toyota,Female,43,45256,226168
NYC,Summer,Chevrolet,Male,35,33449,42548
Houston,Summer,Kia,Male,45,15769,290198
Chicago,Fall,Chevrolet,Female,46,46239,136664
Houston,Spring,Subaru,Female,45,26321,295794
San Antonio,Spring,Kia,Female,56,35789,45628
San Diego,Fall,Jeep,Female,26,36092,193372
San Diego,Winter,Honda,Male,69,46006,59113
San Diego,Winter,Chevrolet,Female,69,31187,90896
San Diego,Fall,Jeep,Female,67,17652,158254
NYC,Winter,GMC,Male,26,40175,269195
Austin,Winter,Chevrolet,Female,68,42587,178976
San Diego,Winter,Chevrolet,Male,54,26613,162263
Chicago,Summer,Subaru,Female,43,24587,105530
San Antonio,Fall,GMC,Female,36,20909,230081
San Antonio,Winter,Jeep,Male,75,20296,182501
NYC,Summer,Chevrolet,Male,45,47173,148860
LA,Winter,Kia,Female,53,34685,67284
Columbus,Fall,Ram,Male,67,31487,257498
Phoenix,Fall,Ram,Female,69,21857,60845
NYC,Fall,Subaru,Female,51,40548,127028
Seattle,Winter,Honda,Female,22,40002,201489
San Diego,Winter,Subaru,Male,47,38004,240905
San Diego,Summer,Subaru,Male,37,25353,119642
LA,Summer,Honda,Female,50,10663,259191
Seattle,Spring,Nissan,Male,39,42871,160042
San Diego,Summer,Hyundai,Male,75,44833,61517
Chicago,Winter,Honda,Female,59,10165,199369
Houston,Fall,Nissan,Male,24,37367,124070
Houston,Winter,Ram,Female,20,32504,41411
Chicago,Winter,GMC,Female,37,20647,180233
San Diego,Winter,Ram,Female,23,21055,182139
Houston,Summer,Chevrolet,Female,70,12001,253091
Chicago,Spring,Subaru,Female,38,20852,225482
Austin,Fall,Chevrolet,Male,64,20969,263081
San Diego,Spring,Toyota,Male,24,22842,219534
Austin,Winter,Ram,Male,46,11540,247499
San Antonio,Fall,Chevrolet,Female,40,48649,252096
Austin,Fall,Honda,Female,58,23120,76588
Philladephia,Summer,Jeep,Male,58,31094,299166
Austin,Summer,Jeep,Female,56,27978,152926
Seattle,Fall,Ram,Male,53,40323,52998
LA,Summer,Toyota,Female,44,30437,270306
Austin,Winter,Toyota,Male,78,20179,176327
San Diego,Spring,GMC,Female,67,33157,123106
Columbus,Summer,GMC,Female,37,11775,71484
San Diego,Spring,Hyundai,Male,66,26619,161573
Philladephia,Summer,Ram,Female,48,14189,254891
NYC,Fall,Kia,Male,74,43615,210308
LA,Summer,Ford,Male,57,22511,187359
San Diego,Summer,GMC,Male,71,27970,60894
San Diego,Spring,Ram,Female,42,23272,212831
Seattle,Summer,Nissan,Female,24,17178,236066
Houston,Summer,Jeep,Male,22,43053,148908
LA,Spring,Chevrolet,Male,20,26329,295471
LA,Fall,Kia,Female,40,40346,268116
LA,Fall,Kia,Male,37,28215,290127
San Antonio,Winter,Toyota,Female,48,49025,251260
NYC,Spring,Ford,Male,76,18917,158034
San Diego,Fall,Hyundai,Male,37,42382,152231
Chicago,Spring,Subaru,Male,74,13176,60115
NYC,Summer,Ram,Female,55,24825,114645
NYC,Summer,Nissan,Female,24,12637,292630
San Diego,Spring,Honda,Male,18,36497,160921
LA,Summer,Chevrolet,Male,36,26822,238112
Houston,Summer,Subaru,Female,48,17325,122517
Columbus,Winter,Chevrolet,Male,28,17429,151707
NYC,Spring,GMC,Female,53,26373,184436
Phoenix,Fall,Hyundai,Female,46,42547,136481
Houston,Fall,Toyota,Male,40,45091,66915
Columbus,Winter,Kia,Male,59,34503,157938
Seattle,Spring,Subaru,Male,43,26835,121143
San Antonio,Spring,Hyundai,Female,34,32942,76451
LA,Spring,Jeep,Female,25,41736,251614
Chicago,Summer,Hyundai,Female,49,38845,105549
Chicago,Summer,Toyota,Female,22,12999,201588
Phoenix,Spring,Nissan,Male,25,43572,140856
LA,Spring,Honda,Female,67,46978,223132
NYC,Spring,Chevrolet,Female,25,22443,281448
Chicago,Fall,Nissan,Female,53,21950,270784
LA,Summer,Honda,Male,36,11574,149270
Chicago,Winter,Nissan,Female,69,39909,132233
Seattle,Winter,Chevrolet,Female,44,21606,123994
LA,Fall,Ford,Female,72,31353,171289
NYC,Spring,Honda,Male,70,34779,170453
Chicago,Spring,Ford,Female,43,43860,172861
LA,Summer,Nissan,Female,60,37516,190665
Philladephia,Spring,Hyundai,Male,66,39754,48453
Austin,Winter,GMC,Male,52,26371,244293
Seattle,Spring,Toyota,Male,69,11462,180545
NYC,Fall,Honda,Female,20,28453,148394
San Antonio,Summer,Nissan,Female,64,21954,139990
NYC,Fall,Honda,Female,36,19289,201546
LA,Spring,Hyundai,Male,24,43082,291229
Chicago,Spring,Ford,Male,50,22470,125257
Austin,Summer,Kia,Male,74,38971,153709
San Antonio,Spring,GMC,Male,75,13371,89933
Seattle,Winter,Honda,Female,25,19310,272365
LA,Fall,Subaru,Female,16,21733,278842
LA,Winter,Nissan,Female,60,46437,104493
NYC,Spring,Subaru,Female,21,42763,103874
Houston,Summer,Kia,Male,43,19912,204046
San Antonio,Summer,Subaru,Female,38,25607,153162
NYC,Fall,Hyundai,Male,76,39815,103611
Seattle,Summer,Chevrolet,Female,43,30973,47997
Philladephia,Fall,GMC,Female,69,40798,126198
San Diego,Summer,GMC,Female,77,29715,278818
Columbus,Spring,Honda,Female,25,44064,62789
Columbus,Winter,Chevrolet,Male,36,11762,152678
Austin,Summer,GMC,Female,62,17946,244697
Austin,Spring,Toyota,Female,22,43068,216831
Seattle,Spring,Honda,Male,34,18209,143190
Columbus,Fall,Ram,Male,78,26709,96833
Austin,Spring,Hyundai,Male,18,18739,128740
Columbus,Spring,Honda,Male,24,49344,97724
LA,Fall,Hyundai,Male,22,38457,235426
Houston,Fall,Hyundai,Female,77,38722,168885
Phoenix,Winter,Nissan,Female,54,38213,274194
LA,Fall,Nissan,Male,40,38093,164450
Chicago,Winter,Ram,Female,61,26349,84532
NYC,Summer,GMC,Male,21,33031,146307
Philladephia,Winter,Hyundai,Female,30,20999,95424
NYC,Spring,Jeep,Female,26,23319,166501
San Antonio,Winter,Ram,Male,70,24141,105758
Philladephia,Fall,Subaru,Female,50,31777,247878
San Antonio,Spring,Ford,Male,64,47287,55121
Philladephia,Fall,Hyundai,Female,72,45014,42669
Houston,Spring,Hyundai,Male,46,32969,173073
San Diego,Winter,Nissan,Male,22,32869,157020
San Antonio,Fall,Honda,Male,58,23537,227984
LA,Spring,Kia,Female,62,25993,255374
Houston,Summer,Subaru,Female,61,49881,158564
Houston,Spring,Nissan,Female,75,29155,242024
Austin,Winter,GMC,Female,45,45077,90880
Columbus,Spring,Hyundai,Female,28,22422,193152
Columbus,Fall,Jeep,Male,45,46144,147252
Houston,Spring,Kia,Female,65,29237,135173
Chicago,Winter,Hyundai,Male,76,48042,245194
Phoenix,Fall,GMC,Female,36,37482,263069
Houston,Spring,Nissan,Female,59,37778,113354
LA,Summer,Subaru,Female,31,35228,51141
Houston,Winter,Ford,Female,75,34830,269724
NYC,Winter,Nissan,Female,34,25221,259137
Houston,Fall,Honda,Male,36,14588,188735
Philladephia,Summer,Nissan,Male,33,43132,171798
NYC,Summer,Nissan,Male,33,15872,267987
NYC,Fall,Subaru,Female,35,29700,91352
Chicago,Fall,Jeep,Male,53,42334,268371
Chicago,Summer,Jeep,Male,17,17708,249273
Phoenix,Winter,Chevrolet,Male,38,31963,133015
San Diego,Winter,Nissan,Female,31,27434,87581
NYC,Winter,Hyundai,Male,61,41339,76345
Houston,Spring,Kia,Female,23,28808,264534
Chicago,Summer,Toyota,Male,40,25285,167894
San Antonio,Winter,GMC,Male,49,18180,202786
Austin,Spring,Ram,Female,53,28622,158082
Houston,Winter,Chevrolet,Male,28,17626,117681
Austin,Summer,Subaru,Male,62,36541,173076
San Antonio,Summer,Nissan,Female,69,20713,250344
Chicago,Winter,Ram,Female,49,17709,247578
Seattle,Winter,GMC,Male,17,20967,101325
Houston,Spring,Kia,Female,17,42671,96361
LA,Summer,Jeep,Male,53,23357,264806
Houston,Fall,Toyota,Female,61,40841,161925
San Diego,Fall,GMC,Female,56,21732,195123
Columbus,Summer,Ford,Male,42,18559,49798
Austin,Fall,Ford,Male,39,13458,169471
Phoenix,Spring,Ram,Female,18,49434,292522
LA,Winter,Subaru,Female,21,24627,118431
NYC,Spring,Subaru,Male,63,43698,259345
Chicago,Spring,Subaru,Female,62,45204,58077
Houston,Spring,Subaru,Male,59,40942,205326
Phoenix,Summer,Toyota,Male,26,21453,48949
Phoenix,Fall,GMC,Female,78,28247,255095
San Antonio,Spring,Toyota,Female,73,29729,286138
Chicago,Fall,GMC,Male,52,16210,76372
Chicago,Fall,Honda,Male,45,10631,232627
Austin,Winter,Hyundai,Male,57,20142,255071
Columbus,Summer,Toyota,Female,55,34395,44844
San Antonio,Fall,Kia,Male,71,48130,183713
San Antonio,Fall,Jeep,Male,24,44284,253654
Houston,Summer,Honda,Female,27,20003,202532
San Diego,Spring,Nissan,Male,37,20224,109717
LA,Summer,Subaru,Female,18,44241,77490
Columbus,Winter,Toyota,Male,77,14012,152468
Austin,Summer,GMC,Female,17,38399,181304
Austin,Spring,Ram,Male,68,39744,85505
Houston,Winter,Subaru,Male,58,32400,177713
LA,Winter,Hyundai,Female,58,30710,43316
Austin,Fall,Hyundai,Male,59,21055,260567
San Diego,Fall,Nissan,Male,70,18657,248624
Chicago,Winter,Kia,Female,69,47977,50489
Philladephia,Summer,Nissan,Female,36,24114,200078
San Diego,Summer,Kia,Female,29,43182,105861
Houston,Summer,Chevrolet,Female,63,25620,209206
Chicago,Spring,Ram,Male,76,24573,298152
San Antonio,Fall,Jeep,Female,59,40022,91268
San Antonio,Fall,Subaru,Male,17,15952,281453
San Diego,Summer,Ram,Male,48,20148,239863
Austin,Winter,Kia,Female,53,47574,286564
Chicago,Fall,Ram,Female,61,32142,268071
Columbus,Spring,Ford,Female,27,41533,124529
San Antonio,Summer,Subaru,Female,32,45734,276325
Columbus,Summer,GMC,Male,60,26420,129863
Houston,Winter,Kia,Female,33,43825,234763
Austin,Summer,Chevrolet,Male,66,49812,57650
LA,Spring,Chevrolet,Male,32,28175,244843
Seattle,Winter,Toyota,Male,35,33355,115761
San Diego,Winter,GMC,Male,25,48177,115817
Seattle,Spring,Honda,Male,49,43196,103348
NYC,Winter,Nissan,Male,37,17800,277671
Austin,Summer,Chevrolet,Male,78,14530,203251
Phoenix,Summer,Subaru,Male,65,30827,47793
San Diego,Spring,Chevrolet,Male,74,41553,157160
NYC,Winter,Nissan,Female,39,38554,92171
Phoenix,Spring,Chevrolet,Male,17,36162,86251
Seattle,Summer,Jeep,Female,33,39564,94591
Austin,Winter,Toyota,Male,22,31222,279468
LA,Summer,Chevrolet,Male,34,15884,82535
San Diego,Spring,Jeep,Female,18,26560,254545
NYC,Fall,Hyundai,Male,45,41047,285043
LA,Fall,Jeep,Male,58,46074,226365
Houston,Summer,Toyota,Male,64,35761,116365
Chicago,Summer,Kia,Male,48,14159,224582
Phoenix,Summer,Ram,Female,76,17721,80155
NYC,Summer,Ford,Male,59,41490,125153
Austin,Spring,Kia,Female,66,28092,276194
NYC,Fall,Honda,Female,48,39152,97715
Seattle,Summer,Ram,Male,45,49692,101955
Chicago,Spring,Nissan,Female,54,46202,226652
San Diego,Fall,Subaru,Female,35,25533,269602
Austin,Summer,Subaru,Male,33,21045,270422
San Antonio,Spring,Chevrolet,Female,48,42117,42121
San Antonio,Spring,Kia,Female,78,20927,176496
Philladephia,Summer,Kia,Female,34,24377,52367
LA,Winter,Ram,Female,32,49856,171550
Chicago,Summer,Nissan,Female,20,27647,42318
San Diego,Spring,Ram,Female,36,14104,259833
NYC,Winter,Jeep,Male,18,28429,189090
Chicago,Fall,Chevrolet,Female,61,18423,273121
Houston,Spring,Honda,Female,66,24596,247708
Columbus,Summer,Honda,Female,65,29837,279716
San Antonio,Winter,Chevrolet,Female,56,25306,167535
San Antonio,Summer,Subaru,Male,76,21203,62690
LA,Winter,Hyundai,Female,42,38569,80119
NYC,Summer,Ram,Female,54,45991,109523
Austin,Summer,Kia,Female,68,21063,115787
Phoenix,Summer,GMC,Male,34,24213,251486
Columbus,Spring,Hyundai,Male,67,17049,195171
Seattle,Fall,Kia,Male,16,14323,208495
Columbus,Winter,Ford,Female,77,15560,216394
Houston,Fall,Chevrolet,Female,27,42567,61572
Houston,Spring,Ford,Female,49,19461,155016
Houston,Summer,Subaru,Male,77,14923,52082
Philladephia,Summer,Chevrolet,Female,56,45642,50794
Houston,Fall,Honda,Female,72,16219,109354
Houston,Summer,Honda,Female,62,32027,254746
Philladephia,Winter,Jeep,Male,50,10443,104086
Houston,Winter,Ram,Male,25,27445,113403
San Antonio,Spring,Honda,Male,28,33255,184221
Phoenix,Winter,Ford,Female,77,37490,202967
Columbus,Spring,Honda,Female,48,31898,170036
San Diego,Winter,Kia,Female,50,23834,149766
Seattle,Summer,Ram,Male,70,25589,228674
Austin,Summer,Nissan,Male,67,13116,70657
Houston,Fall,Kia,Male,72,20594,220385
San Diego,Fall,Toyota,Female,33,45781,141734
Phoenix,Winter,Subaru,Male,27,33200,258089
Houston,Spring,Ram,Male,52,19911,252168
LA,Spring,Honda,Female,44,24907,167358
Chicago,Winter,Toyota,Female,53,32500,173267
Seattle,Summer,Subaru,Male,51,27429,88906
Houston,Fall,Chevrolet,Male,50,14629,214909
San Diego,Winter,Kia,Female,38,44956,134505
Austin,Winter,GMC,Female,53,45696,150332
LA,Spring,Toyota,Male,72,36852,92312
Columbus,Fall,Jeep,Female,50,16075,88677
Houston,Summer,Toyota,Female,60,19712,129306
Phoenix,Spring,GMC,Male,24,22448,156319
Philladephia,Winter,Toyota,Female,47,24021,266712
Columbus,Summer,Toyota,Female,38,10030,298611
San Antonio,Winter,Ford,Male,59,36291,209905
San Diego,Summer,Honda,Male,66,43493,267276
Columbus,Spring,Nissan,Male,45,30444,220364
Chicago,Spring,Ford,Male,54,25900,58541
Phoenix,Summer,Jeep,Female,35,12938,181447
Columbus,Spring,GMC,Female,51,29527,223933
LA,Summer,Ram,Female,73,11578,161836
NYC,Fall,Ford,Male,22,25750,268311
NYC,Winter,Jeep,Male,45,39803,173664
NYC,Summer,Kia,Female,71,11742,173082
NYC,Winter,Jeep,Male,37,27149,240031
Philladephia,Summer,Hyundai,Male,64,26872,185888
NYC,Summer,Chevrolet,Male,71,20588,145927
Austin,Spring,Subaru,Female,50,37343,282549
San Diego,Fall,GMC,Male,73,24169,261307
Columbus,Fall,Hyundai,Female,75,48445,104042
Houston,Winter,Ram,Male,48,17780,218794
San Diego,Winter,GMC,Female,76,16592,262372
Phoenix,Winter,Jeep,Female,55,29675,107215
NYC,Fall,Jeep,Female,23,12279,165893
Phoenix,Spring,Hyundai,Male,26,43951,262064
Austin,Fall,Jeep,Male,21,37921,153978
Seattle,Summer,Ram,Female,75,30801,294528
Seattle,Winter,Kia,Male,26,42454,220812
San Antonio,Fall,Kia,Female,30,13295,49941
Phoenix,Spring,Chevrolet,Female,68,28047,132927
Austin,Summer,Subaru,Female,21,44196,98301
San Antonio,Winter,Nissan,Female,51,22061,130744
Phoenix,Summer,Subaru,Male,43,22900,258510
San Antonio,Summer,Honda,Male,20,18581,272005
Phoenix,Spring,Chevrolet,Female,55,36019,232192
Austin,Summer,Ford,Male,74,15204,256502
Philladephia,Fall,Chevrolet,Female,31,16129,296516
Columbus,Winter,Jeep,Female,36,10452,174609
Chicago,Summer,Honda,Female,48,27727,173908
NYC,Summer,Ford,Male,50,43880,142340
LA,Winter,Jeep,Female,53,41129,139688
San Diego,Spring,Hyundai,Male,47,49131,237883
Phoenix,Winter,Toyota,Male,59,30673,298707
Chicago,Summer,Nissan,Male,37,10898,146457
Columbus,Spring,Ram,Male,16,32964,103223
San Diego,Fall,Hyundai,Male,67,22893,179338
Seattle,Spring,Nissan,Male,69,42519,137818
San Diego,Fall,Hyundai,Female,16,12325,219894
Phoenix,Fall,Subaru,Male,50,33786,113635
Austin,Winter,Toyota,Male,17,17303,41036
NYC,Fall,Nissan,Female,78,34580,296537
San Antonio,Fall,Subaru,Male,60,32078,219757
Columbus,Fall,Subaru,Female,63,25634,161287
LA,Fall,Jeep,Female,19,19701,40264
Houston,Fall,Chevrolet,Female,18,42322,84577
LA,Summer,Chevrolet,Female,47,16328,292361
Houston,Fall,Hyundai,Female,69,30008,105765
San Diego,Summer,Nissan,Female,29,21810,61994
Austin,Spring,Jeep,Female,61,30007,222887
Columbus,Winter,Subaru,Male,69,48832,230705
Chicago,Winter,Kia,Female,61,43120,86358
San Antonio,Fall,Jeep,Female,62,32036,215979
LA,Summer,Ram,Female,65,34421,83973
Phoenix,Summer,Hyundai,Male,62,43738,62210
San Diego,Winter,Kia,Male,26,21764,207086
Chicago,Winter,Honda,Male,52,31609,235793
Austin,Fall,Ram,Female,76,32391,131906
San Diego,Fall,GMC,Female,39,22787,135722
Chicago,Winter,Nissan,Female,68,21149,101247
San Antonio,Spring,Kia,Female,39,17795,297105
Austin,Summer,Subaru,Female,41,26636,127064
San Diego,Spring,Ford,Female,71,20252,199515
Chicago,Fall,Toyota,Female,44,15663,52503
Chicago,Summer,Chevrolet,Female,18,13831,281671
Chicago,Fall,Nissan,Female,63,26929,197118
LA,Fall,Honda,Male,37,28527,161610
Houston,Summer,Hyundai,Male,52,43844,200295
Phoenix,Winter,Ford,Male,61,38520,143941
Seattle,Fall,Jeep,Male,45,39249,290933
Columbus,Winter,Kia,Male,47,40148,222955
Chicago,Fall,Honda,Female,23,21432,209140
LA,Spring,GMC,Female,49,29303,280959
San Antonio,Fall,Chevrolet,Male,62,36561,272155
San Diego,Summer,GMC,Female,19,20408,106887
Phoenix,Spring,Honda,Female,74,40863,237178
Houston,Winter,Subaru,Female,51,17341,40227
Seattle,Fall,Ford,Male,61,20799,293182
Phoenix,Summer,Honda,Female,56,29027,135524
Columbus,Spring,Nissan,Female,25,49943,94797
Austin,Fall,Chevrolet,Female,71,24925,84953
LA,Summer,Honda,Female,25,47949,299331
San Antonio,Winter,Subaru,Female,21,15631,42876
Philladephia,Spring,Kia,Male,72,37059,75744
San Antonio,Fall,Chevrolet,Male,24,36222,166915
Phoenix,Summer,Toyota,Female,57,20697,286312
Seattle,Fall,Ram,Male,31,23173,259690
Phoenix,Fall,Honda,Male,47,15433,261850
Philladephia,Winter,Hyundai,Male,65,43090,86963
NYC,Summer,Jeep,Male,55,48762,277597
Houston,Spring,Nissan,Female,31,26076,50279
Phoenix,Fall,Kia,Male,52,29409,169776
